"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1985","20","1282074","1.56"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1985","149","1303829","11.43"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1985","267","1486180","17.97"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1985","322","1591853","20.23"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1985","240","1448570","16.57"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1985","200","1197555","16.7"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1985","158","945763","16.71"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1985","139","765458","18.16"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1985","1495","10021282","14.92"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1986","21","1268512","1.66"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1986","145","1338505","10.83"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1986","279","1448123","19.27"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1986","262","1608541","16.29"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1986","262","1497247","17.5"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1986","201","1272215","15.8"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1986","171","971604","17.6"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1986","147","786807","18.68"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1986","1488","10191554","14.6"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1987","14","1260686","1.11"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1987","134","1342552","9.98"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1987","228","1395172","16.34"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1987","263","1582387","16.62"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1987","249","1524299","16.34"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1987","188","1266693","14.84"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1987","174","1043098","16.68"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1987","125","803277","15.56"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1987","1375","10218164","13.46"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1988","25","1255593","1.99"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1988","162","1335783","12.13"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1988","265","1349680","19.63"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1988","269","1555130","17.3"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1988","278","1532799","18.14"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1988","215","1288442","16.69"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1988","174","1074953","16.19"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1988","124","833507","14.88"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1988","1512","10225887","14.79"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1989","21","1260248","1.67"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1989","192","1321508","14.53"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1989","226","1337656","16.9"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1989","258","1546572","16.68"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1989","243","1544961","15.73"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1989","197","1330051","14.81"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1989","153","1126290","13.58"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1989","134","869783","15.41"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1989","1424","10337069","13.78"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1990","26","1309373","1.99"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1990","168","1313448","12.79"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1990","216","1339290","16.13"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1990","246","1520494","16.18"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1990","234","1552505","15.07"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1990","215","1370325","15.69"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1990","192","1178408","16.29"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1990","146","899725","16.23"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1990","1443","10483568","13.76"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1991","23","1359339","1.69"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1991","168","1299400","12.93"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1991","248","1353652","18.32"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1991","252","1509050","16.7"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1991","257","1599264","16.07"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1991","219","1425887","15.36"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1991","188","1246407","15.08"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1991","154","925772","16.63"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1991","1509","10718771","14.08"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1992","17","1408004","1.21"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1992","174","1310394","13.28"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1992","242","1368377","17.69"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1992","240","1485454","16.16"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1992","247","1628503","15.17"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1992","236","1482590","15.92"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1992","191","1258514","15.18"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1992","161","1015567","15.85"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1992","1508","10957403","13.76"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1993","25","1458543","1.71"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1993","152","1336660","11.37"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1993","280","1385777","20.21"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1993","233","1463297","15.92"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1993","257","1657370","15.51"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1993","257","1537186","16.72"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1993","191","1302871","14.66"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1993","163","1065392","15.3"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1993","1558","11207096","13.9"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1994","34","1493035","2.28"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1994","172","1376078","12.5"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1994","248","1398412","17.73"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1994","245","1450344","16.89"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1994","259","1678047","15.43"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1994","275","1581941","17.38"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1994","231","1355212","17.05"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1994","188","1124205","16.72"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1994","1652","11457274","14.42"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1995","32","1513063","2.11"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1995","160","1424687","11.23"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1995","209","1409679","14.83"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1995","220","1462674","15.04"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1995","238","1678075","14.18"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1995","251","1627222","15.43"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1995","220","1410018","15.6"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1995","168","1187393","14.15"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1995","1498","11712811","12.79"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1996","28","1543390","1.81"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1996","163","1479615","11.02"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1996","199","1403969","14.17"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1996","212","1492265","14.21"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1996","209","1652382","12.65"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1996","269","1657594","16.23"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1996","250","1460469","17.12"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1996","183","1257542","14.55"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1996","1513","11947226","12.66"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1997","18","1561259","1.15"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1997","184","1532328","12.01"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1997","164","1425235","11.51"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1997","206","1522441","13.53"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1997","211","1621694","13.01"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1997","238","1677138","14.19"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1997","252","1516208","16.62"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1997","201","1273873","15.78"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1997","1474","12130176","12.15"
"Both Sexes","All Races","Texas","Both","10-14 yrs","1981","1998","Suicide","1998","25","1583924","1.58"
"Both Sexes","All Races","Texas","Both","15-19 yrs","1981","1998","Suicide","1998","148","1586452","9.33"
"Both Sexes","All Races","Texas","Both","20-24 yrs","1981","1998","Suicide","1998","197","1455629","13.53"
"Both Sexes","All Races","Texas","Both","25-29 yrs","1981","1998","Suicide","1998","209","1550399","13.48"
"Both Sexes","All Races","Texas","Both","30-34 yrs","1981","1998","Suicide","1998","185","1588080","11.65"
"Both Sexes","All Races","Texas","Both","35-39 yrs","1981","1998","Suicide","1998","237","1691133","14.01"
"Both Sexes","All Races","Texas","Both","40-44 yrs","1981","1998","Suicide","1998","228","1565184","14.57"
"Both Sexes","All Races","Texas","Both","45-49 yrs","1981","1998","Suicide","1998","204","1319980","15.45"
"Both Sexes","All Races","Texas","Both","Ages 10 to 49","1981","1998","Suicide","1998","1433","12340781","11.61"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1981","1","134640","0.74"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1981","15","133213","11.26"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1981","27","156133","17.29"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1981","20","144655","13.83"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1981","23","114375","20.11"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1981","16","81702","19.58"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1981","18","65764","27.37"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1981","16","57828","27.67"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1981","136","888310","15.31"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1982","1","138573","0.72"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1982","15","129755","11.56"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1982","29","155339","18.67"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1982","31","153456","20.2"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1982","27","117374","23"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1982","14","89520","15.64"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1982","12","68794","17.44"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1982","14","59280","23.62"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1982","143","912091","15.68"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1983","2","143269","1.4"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1983","15","128619","11.66"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1983","25","151426","16.51"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1983","36","158789","22.67"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1983","24","121817","19.7"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1983","18","93272","19.3"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1983","19","73091","25.99"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1983","17","61190","27.78"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1983","156","931473","16.75"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1984","1","145532","0.69"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1984","16","129103","12.39"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1984","31","148700","20.85"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1984","32","161096","19.86"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1984","28","127502","21.96"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1984","20","98126","20.38"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1984","17","76967","22.09"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1984","18","63188","28.49"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1984","163","950214","17.15"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1985","3","148304","2.02"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1985","25","131957","18.95"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1985","19","146037","13.01"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1985","43","159238","27"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1985","24","132943","18.05"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1985","17","103123","16.49"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1985","12","79871","15.02"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1985","15","64300","23.33"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1985","158","965773","16.36"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1986","2","150958","1.32"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1986","26","137316","18.93"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1986","29","140658","20.62"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1986","30","157933","19"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1986","27","137886","19.58"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1986","27","110177","24.51"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1986","18","81943","21.97"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1986","16","65863","24.29"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1986","175","982734","17.81"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1987","7","160017","4.37"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1987","23","141009","16.31"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1987","27","135226","19.97"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1987","30","152465","19.68"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1987","18","141340","12.74"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1987","29","111276","26.06"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1987","19","88478","21.47"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1987","8","67621","11.83"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1987","161","997432","16.14"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1988","6","168001","3.57"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1988","27","144499","18.69"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1988","21","133354","15.75"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1988","27","145688","18.53"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1988","25","142582","17.53"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1988","18","114721","15.69"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1988","20","91782","21.79"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1988","13","71172","18.27"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1988","157","1011799","15.52"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1989","5","176585","2.83"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1989","18","148615","12.11"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1989","21","134621","15.6"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1989","13","139908","9.29"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1989","19","141149","13.46"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1989","20","119566","16.73"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1989","15","96364","15.57"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1989","19","74415","25.53"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1989","130","1031223","12.61"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1990","6","183268","3.27"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1990","32","153710","20.82"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1990","38","139640","27.21"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1990","17","137560","12.36"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1990","33","138421","23.84"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1990","29","124661","23.26"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1990","22","102363","21.49"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1990","17","77137","22.04"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1990","194","1056760","18.36"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1991","4","190154","2.1"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1991","24","159621","15.04"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1991","41","146352","28.01"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1991","23","140110","16.42"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1991","32","141956","22.54"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1991","33","130892","25.21"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1991","36","110630","32.54"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1991","20","79995","25"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1991","213","1099710","19.37"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1992","9","193717","4.65"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1992","35","169807","20.61"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1992","31","153173","20.24"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1992","28","143284","19.54"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1992","28","145144","19.29"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1992","29","136938","21.18"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1992","19","114764","16.56"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1992","17","89044","19.09"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1992","196","1145871","17.1"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1993","3","197360","1.52"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1993","36","182758","19.7"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1993","29","158989","18.24"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1993","26","146679","17.73"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1993","29","147454","19.67"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1993","31","142200","21.8"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1993","29","120991","23.97"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1993","13","94466","13.76"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1993","196","1190897","16.46"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1994","6","197223","3.04"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1994","34","195778","17.37"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1994","34","167102","20.35"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1994","29","150488","19.27"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1994","36","149397","24.1"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1994","32","146475","21.85"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1994","26","128281","20.27"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1994","20","101037","19.79"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1994","217","1235781","17.56"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1995","10","194811","5.13"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1995","36","207021","17.39"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1995","37","176036","21.02"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1995","26","154453","16.83"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1995","34","149763","22.7"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1995","36","149700","24.05"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1995","30","134456","22.31"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1995","28","108179","25.88"
"Both Sexes","All Races","Utah","Both","Ages 10 to 49","1981","1998","Suicide","1995","237","1274419","18.6"
"Both Sexes","All Races","Utah","Both","10-14 yrs","1981","1998","Suicide","1996","4","192509","2.08"
"Both Sexes","All Races","Utah","Both","15-19 yrs","1981","1998","Suicide","1996","37","215475","17.17"
"Both Sexes","All Races","Utah","Both","20-24 yrs","1981","1998","Suicide","1996","31","183956","16.85"
"Both Sexes","All Races","Utah","Both","25-29 yrs","1981","1998","Suicide","1996","30","160922","18.64"
"Both Sexes","All Races","Utah","Both","30-34 yrs","1981","1998","Suicide","1996","36","149850","24.02"
"Both Sexes","All Races","Utah","Both","35-39 yrs","1981","1998","Suicide","1996","35","152309","22.98"
"Both Sexes","All Races","Utah","Both","40-44 yrs","1981","1998","Suicide","1996","27","139983","19.29"
"Both Sexes","All Races","Utah","Both","45-49 yrs","1981","1998","Suicide","1996","23","116366","19.77"
