"Notes"	"Census Region"	"Census Region Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jan., 2011"	"2011/01"			837	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"15-24 years"	"15-24"	106	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"25-34 years"	"25-34"	125	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"35-44 years"	"35-44"	116	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"45-54 years"	"45-54"	143	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"55-64 years"	"55-64"	109	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"65-74 years"	"65-74"	58	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Feb., 2011"	"2011/02"			722	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"5-14 years"	"5-14"	11	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"15-24 years"	"15-24"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"25-34 years"	"25-34"	128	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"35-44 years"	"35-44"	145	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"45-54 years"	"45-54"	184	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"55-64 years"	"55-64"	162	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"75-84 years"	"75-84"	47	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Mar., 2011"	"2011/03"			883	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"15-24 years"	"15-24"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"25-34 years"	"25-34"	126	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"35-44 years"	"35-44"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"45-54 years"	"45-54"	183	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"55-64 years"	"55-64"	160	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"75-84 years"	"75-84"	44	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Apr., 2011"	"2011/04"			858	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"15-24 years"	"15-24"	118	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"25-34 years"	"25-34"	125	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"35-44 years"	"35-44"	129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"45-54 years"	"45-54"	189	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"55-64 years"	"55-64"	168	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"65-74 years"	"65-74"	73	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"75-84 years"	"75-84"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"May, 2011"	"2011/05"			883	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"15-24 years"	"15-24"	99	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"25-34 years"	"25-34"	129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"35-44 years"	"35-44"	137	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"45-54 years"	"45-54"	170	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"55-64 years"	"55-64"	182	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"65-74 years"	"65-74"	69	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"75-84 years"	"75-84"	56	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jun., 2011"	"2011/06"			868	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"15-24 years"	"15-24"	113	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"25-34 years"	"25-34"	137	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"35-44 years"	"35-44"	153	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"45-54 years"	"45-54"	202	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"55-64 years"	"55-64"	152	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"65-74 years"	"65-74"	81	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Jul., 2011"	"2011/07"			917	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"15-24 years"	"15-24"	92	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"25-34 years"	"25-34"	132	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"35-44 years"	"35-44"	147	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"45-54 years"	"45-54"	203	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"55-64 years"	"55-64"	168	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"65-74 years"	"65-74"	84	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"75-84 years"	"75-84"	47	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Aug., 2011"	"2011/08"			904	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"15-24 years"	"15-24"	110	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"25-34 years"	"25-34"	124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"35-44 years"	"35-44"	153	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"45-54 years"	"45-54"	181	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"55-64 years"	"55-64"	141	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"65-74 years"	"65-74"	70	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"75-84 years"	"75-84"	51	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	"85+ years"	"85+"	34	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Sep., 2011"	"2011/09"			868	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"15-24 years"	"15-24"	82	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"25-34 years"	"25-34"	121	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"35-44 years"	"35-44"	147	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"45-54 years"	"45-54"	181	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"55-64 years"	"55-64"	135	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"65-74 years"	"65-74"	58	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	"85+ years"	"85+"	31	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Oct., 2011"	"2011/10"			812	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"15-24 years"	"15-24"	99	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"25-34 years"	"25-34"	141	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"35-44 years"	"35-44"	140	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"45-54 years"	"45-54"	169	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"55-64 years"	"55-64"	129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"75-84 years"	"75-84"	47	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Nov., 2011"	"2011/11"			805	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"15-24 years"	"15-24"	86	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"25-34 years"	"25-34"	142	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"35-44 years"	"35-44"	135	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"45-54 years"	"45-54"	167	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"55-64 years"	"55-64"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"65-74 years"	"65-74"	59	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"75-84 years"	"75-84"	41	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"	"Dec., 2011"	"2011/12"			777	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2011"	"2011"					10134	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"15-24 years"	"15-24"	115	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"25-34 years"	"25-34"	145	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"35-44 years"	"35-44"	137	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"45-54 years"	"45-54"	201	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"55-64 years"	"55-64"	162	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"65-74 years"	"65-74"	54	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"	"85+ years"	"85+"	23	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jan., 2012"	"2012/01"			890	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"15-24 years"	"15-24"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"25-34 years"	"25-34"	118	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"35-44 years"	"35-44"	114	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"45-54 years"	"45-54"	173	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"55-64 years"	"55-64"	128	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"65-74 years"	"65-74"	61	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"75-84 years"	"75-84"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"	"85+ years"	"85+"	25	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Feb., 2012"	"2012/02"			788	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"15-24 years"	"15-24"	90	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"25-34 years"	"25-34"	142	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"35-44 years"	"35-44"	134	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"45-54 years"	"45-54"	174	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"55-64 years"	"55-64"	167	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"65-74 years"	"65-74"	82	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Mar., 2012"	"2012/03"			857	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"15-24 years"	"15-24"	124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"25-34 years"	"25-34"	138	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"35-44 years"	"35-44"	173	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"45-54 years"	"45-54"	162	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"55-64 years"	"55-64"	165	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"65-74 years"	"65-74"	78	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"75-84 years"	"75-84"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Apr., 2012"	"2012/04"			910	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"15-24 years"	"15-24"	91	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"25-34 years"	"25-34"	141	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"35-44 years"	"35-44"	150	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"45-54 years"	"45-54"	201	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"55-64 years"	"55-64"	182	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"65-74 years"	"65-74"	72	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"75-84 years"	"75-84"	48	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"	"85+ years"	"85+"	26	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"May, 2012"	"2012/05"			916	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"15-24 years"	"15-24"	111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"25-34 years"	"25-34"	140	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"35-44 years"	"35-44"	135	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"45-54 years"	"45-54"	205	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"55-64 years"	"55-64"	160	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"65-74 years"	"65-74"	71	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"75-84 years"	"75-84"	58	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"	"85+ years"	"85+"	28	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jun., 2012"	"2012/06"			913	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"15-24 years"	"15-24"	99	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"25-34 years"	"25-34"	162	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"35-44 years"	"35-44"	146	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"45-54 years"	"45-54"	212	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"55-64 years"	"55-64"	182	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"65-74 years"	"65-74"	81	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"75-84 years"	"75-84"	54	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Jul., 2012"	"2012/07"			960	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"15-24 years"	"15-24"	103	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"25-34 years"	"25-34"	139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"35-44 years"	"35-44"	145	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"45-54 years"	"45-54"	184	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"55-64 years"	"55-64"	149	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"65-74 years"	"65-74"	84	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"75-84 years"	"75-84"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Aug., 2012"	"2012/08"			882	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"15-24 years"	"15-24"	106	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"25-34 years"	"25-34"	149	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"35-44 years"	"35-44"	126	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"45-54 years"	"45-54"	178	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"55-64 years"	"55-64"	148	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"65-74 years"	"65-74"	76	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"75-84 years"	"75-84"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2012"	"2012"	"Sep., 2012"	"2012/09"	"85+ years"	"85+"	18	Not Applicable	Not Applicable
